[30.12.2001] [11:55.02] - Connection from 127.0.0.1, request = "GET http://localhost/"
[30.12.2001] [22:12.40] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.40] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.40] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.40] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.41] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.42] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.42] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.43] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.44] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.44] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.44] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.44] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:12.45] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:12.46] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:12.46] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.52] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:13.52] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.54] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:13.54] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.54] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:13.54] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.55] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:13.55] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.56] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:13.56] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.56] - Connection from 127.0.0.1, request = "GET /download.html"
[30.12.2001] [22:13.56] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:13.57] - Connection from 127.0.0.1, request = "GET /index.html"
[30.12.2001] [22:13.58] - Connection from 127.0.0.1, request = "GET /light.jpg"
[30.12.2001] [22:19.58] - Connection from 127.0.0.1, request = "GET /"
[30.12.2001] [22:20.04] - Connection from 127.0.0.1, request = "GET /sgd"
